"status","label","ngram forms",,
"w","distributed intelligence","distributed intelligence",,
"w","distributed message passing","distributed message passing",,
"w","distributed mimo","distributed mimo",,
"w","distributed processing","distributed processing",,
"w","distributed queries","distributed queries",,
"w","distributed sensing","distributed sensing",,
"w","distributed software development","distributed software development",,
"w","distributed speech recognition","distributed speech recognition",,
"w","distributed systems","distributed systems *** distributed system",,
"w","distributed video coding","distributed video coding",,
"w","distribution networks","distribution networks",,
"w","dna","dna",,
"w","dna fab","dna fab",,
"w","dna analysis","dna analysis",,
"w","dna reuse","dna reuse",,
"w","docking","docking",,
"w","doctor/patient communication","doctor/patient communication",,
"w","domain-specific languages","domain-specific languages *** domain specific languages",,
"w","dopamine","dopamine",,
"w","doping","doping",,
"w","double gate","double gate",,
"w","drug delivery","drug delivery",,
"w","drug discovery","drug discovery",,
"w","dry electrodes","dry electrodes",,
"w","dss","dss",,
"w","dynamic adaptation","dynamic adaptation",,
"w","dynamic control","dynamic control",,
"w","dynamic data driven application systems","dynamic data driven application systems",,
"w","dynamic database","dynamic database",,
"w","dynamic decision making under uncertanty","dynamic decision making under uncertanty",,
"w","dynamic interoperability","dynamic interoperability",,
"w","dynamic multi-objective optimization","dynamic multi-objective optimization",,
"w","dynamic networks","dynamic networks",,
"w","dynamic optimization","dynamic optimization",,
"w","dynamic protection","dynamic protection",,
"w","dynamic reconfiguration","dynamic reconfiguration",,
"w","dynamic recovery","dynamic recovery",,
"w","dynamic resource management","dynamic resource management",,
"w","dynamic structures","dynamic structures",,
"w","dynamic system","dynamic system",,
"w","dynamical complex networks","dynamical complex networks",,
"w","dynamical networks","dynamical networks",,
"w","dynamical systems","dynamical systems",,
"w","dynamically evolving","dynamically evolving",,
"w","dynamics of delayed coupled lasers","dynamics of delayed coupled lasers",,
"w","e-assessment","e-assessment",,
"w","e-care","e-care",,
"w","e-learning","e-learning *** elearning",,
"w","eap","eap",,
"w","eap-based haptic displays","eap-based haptic displays",,
"w","eap-based steerable catheter","eap-based steerable catheter",,
"w","early-stage innovation","early-stage innovation",,
"w","ecc","ecc",,
"w","echocardiography","echocardiography",,
"w","ecocost indicators","ecocost indicators *** eco-cost indicators",,
"w","ecological accounting","ecological accounting",,
"w","ecological networks","ecological networks",,
"w","ecological niches","ecological niches",,
"w","ecological protection","ecological protection",,
"w","economic mechanisms","economic mechanisms",,
"w","economic policy design","economic policy design",,
"w","economic policy making","economic policy making",,
"w","e-content","e-content  *** econtent",,
"w","eda","eda",,
"w","edge computing","edge computing",,
"w","education","education",,
"w","education plot","education plot",,
"w","eeg","eeg",,
"w","eeg/meg source localization","eeg/meg source localization",,
"w","efficient communications","efficient communications",,
"w","efficient mobility","efficient mobility",,
"w","effort estimation","effort estimation",,
"w","e-health"," ehealth *** e-health",,
"w","elastic electronic","elastic electronic",,
"w","elastomer","elastomer",,
"w","electric field enchancement","electric field enchancement",,
"w","electrica integration","electrica integration",,
"w","electrical and biochemical nervous signals","electrical and biochemical nervous signals",,
"w","electrical properties","electrical properties",,
"w","electrical transport","electrical transport",,
"w","electrically pumped polariton laser","electrically pumped polariton laser",,
"w","electro-acoustic","electro-acoustic",,
"w","electro-active hydrogel","electro-active hydrogel",,
"w","electro-active polymers actuators","electro-active polymers actuators",,
"w","electro-optic","electro-optic",,
"w","electro-optic modulation","electro-optic modulation",,
"w","electroactive polymers","electroactive polymers",,
"w","electrochemiluminescence","electrochemiluminescence",,
"w","electrochemistry","electrochemistry",,
"w","electroencephalography","electroencephalography",,
"w","electroless metallization","electroless metallization",,
"w","electroluminiscent devices","electroluminiscent devices",,
"w","electromagnetic modeling","electromagnetic modeling",,
"w","electromagnetic properties","electromagnetic properties",,
"w","electromagnetics","electromagnetics",,
"w","electromyography","electromyography",,
"w","electron microscopies","electron microscopies",,
"w","electron solvation","electron solvation",,
"w","electron spin","electron spin",,
"w","electron transfer","electron transfer *** electron transfer",,
"w","electron transfer lithography","electron transfer lithography",,
"w","electron-phonon interaction","electron-phonon interaction",,
"w","electron/photon-initiated chemical reactions","electron/photon-initiated chemical reactions",,
"w","electronic communications framework","electronic communications framework",,
"w","electronic cooling","electronic cooling",,
"w","electronic device models","electronic device models",,
"w","electronic device simulation","electronic device simulation",,
"w","electronic disease surveillance system","electronic disease surveillance system",,
"w","electronic documents","electronic documents",,
"w","electronic integration","electronic integration",,
"w","electronic norms and institutions","electronic norms and institutions",,
"w","electronic phantom","electronic phantom",,
"w","electronic social networks","electronic social networks",,
"w","electronics","electronics *** electronic",,
"w","electronics packaging","electronics packaging",,
"w","electrophysiology","electrophysiology",,
"w","electrostatic lithography","electrostatic lithography",,
"w","embedded computation","embedded computation",,
"w","embedded fpga","embedded fpga",,
"w","embedded information devices","embedded information devices",,
"w","embedded sensing","embedded sensing",,
"w","embedded systems","embedded systems *** embedded system",,
"w","embodied cognition","embodied cognition",,
"w","embodied discovery","embodied discovery",,
"w","embodied music cognition","embodied music cognition",,
"w","embodied robots","embodied robots",,
"w","embodiment","embodiment",,
"w","embryogenesis","embryogenesis",,
"w","emergence","emergence",,
"w","emerging devices","emerging devices",,
"w","emerging materials","emerging materials",,
"w","emerging properties","emerging properties",,
"w","emerging threats","emerging threats",,
"w","emf shielding","emf shielding",,
"w","emitters"," emitter *** emitters",,
"w","emotion","emotion *** emotional",,
"w","emotion model","emotion model",,
"w","emotion recognition","emotion recognition",,
"w","emotional design","emotional design",,
"w","emotional engineering","emotional engineering",,
"w","emotional processing","emotional processing",,
"w","emotional responses","emotional responses",,
"w","emotional systems","emotional systems",,
"w","enaction","enaction",,
"w","encryption","encryption",,
"w","end user development","end user development",,
"w","end user software engineering","end user software engineering",,
"w","end-user developed services","end-user developed services",,
"w","end-user development","end-user development",,
"w","end-user modelling and development","end-user modelling and development",,
"w","end-user privacy","end-user privacy",,
"w","endohedral fullerenes","endohedral fullerenes",,
"w","end-user","enduser *** end-user",,
"w","energy","energy",,
"w","energy autonomous sensor","energy autonomous sensor",,
"w","energy autonomy","energy autonomy",,
"w","energy consumption","energy consumption",,
"w","energy efficiency","energy efficiency",,
"w","energy efficient ict","energy efficient ict",,
"w","energy efficient networking","energy efficient networking",,
"w","energy flow","energy flow",,
"w","energy harvesting","energy harvesting",,
"w","energy harvesting/scavenging","energy harvesting/scavenging",,
"w","energy management","energy management",,
"w","energy modeling","energy modeling",,
"w","energy reduction","energy reduction",,
"w","energy saving","energy saving",,
"w","energy scavenging","energy scavenging",,
"w","energy storage","energy storage",,
"w","energy supply","energy supply",,
"w","energy transfer","energy transfer",,
"w","energy-autonomous sensors","energy-autonomous sensors",,
"w","engineered quantum processes","engineered quantum processes",,
"w","engineering complexity","engineering complexity",,
"w","engineering multi-stakeholder distributed systems","engineering multi-stakeholder distributed systems",,
"w","entagled photon sources","entagled photon sources",,
"w","entangled quantum states","entangled quantum states",,
"w","entanglement","entanglement",,
"w","entanglement enhanced measurement","entanglement enhanced measurement",,
"w","entanglement-enabled technologies","entanglement-enabled technologies",,
"w","enterprise modeling","enterprise modeling",,
"w","enterprise systems","enterprise systems",,
"w","entrainment","entrainment",,
"w","entropy","entropy",,
"w","entropy of economy","entropy of economy",,
"w","environment architecture","environment architecture",,
"w","environment awareness","environment awareness",,
"w","environment design","environment design",,
"w","environment embedded technology","environment embedded technology",,
"w","environmental impact of software","environmental impact of software",,
"w","environmental management","environmental management",,
"w","environmental monitoring","environmental monitoring",,
"w","environmental parameters","environmental parameters",,
"w","environmental sustainability","environmental sustainability",,
"w","ephemeral data","ephemeral data",,
"w","epigenetics","epigenetics",,
"w","epilepsy","epilepsy",,
"w","epileptic seizure detection","epileptic seizure detection",,
"w","epileptic seizure prediction"," epilepsy seizure prediction *** epileptic seizure prediction",,
"w","epistemic deference","epistemic deference",,
"w","epitaxial growth","epitaxial growth",,
"w","epitaxy","epitaxy",,
"w","epr","epr",,
"w","epr source","epr source",,
"w","erbium-material","erbium-material",,
"w","ergonomics","ergonomics",,
"w","erha","erha",,
"w","erp","erp",,
"w","error control","error control",,
"w","error handling","error handling",,
"w","error recovery","error recovery",,
"w","esn","esn",,
"w","espar antennas","espar antennas",,
"w","ethernet switches","ethernet switches",,
"w","ethics","ethics",,
"w","eukaryotic cells","eukaryotic cells",,
"w","european database","european database",,
"w","euv","euv",,
"w","event analysis","event analysis",,
"w","event perception","event perception",,
"w","event-based","event-based",,
"w","event-based processing","event-based processing",,
"w","evidence based software development","evidence based software development",,
"w","evolution forecast","evolution forecast",,
"w","evolution under stress","evolution under stress",,
"w","evolutionary computing","evolutionary computing",,
"w","evolutionary design of experiments","evolutionary design of experiments",,
"w","evolutionary engineering","evolutionary engineering",,
"w","evolutionary optimisation","evolutionary optimisation",,
"w","evolvability","evolvability",,
"w","evolvable architectures","evolvable architectures",,
"w","evolving contracts","evolving contracts",,
"w","ewma statistics","ewma statistics",,
"w","exception management","exception management",,
"w","excitability","excitability",,
"w","exciton","exciton",,
"w","exciton-plasmon interactions","exciton-plasmon interactions",,
"w","excitonic order","excitonic order",,
"w","execution environment","execution environment",,
"w","exoskeleton","exoskeleton",,
"w","experience design","experience design",,
"w","experienced-based computing","experienced-based computing",,
"w","experimental biology","experimental biology",,
"w","experimental measurement","experimental measurement",,
"w","experimental phenomenology","experimental phenomenology",,
"w","experimental proof","experimental proof",,
"w","experimentation","experimentation",,
"w","experimentation portals","experimentation portals",,
"w","expert knowledge database","expert knowledge database",,
"w","expert system","expert system",,
"w","exploitation of gis","exploitation of gis",,
"w","exploitation/exploration compromise","exploitation/exploration compromise",,
"w","expressive gesture and posture","expressive gesture and posture",,
"w","expressive movement","expressive movement",,
"w","expressive visualisation","expressive visualisation",,
"w","extended reality","extended reality",,
"w","extracellular recordings","extracellular recordings",,
"w","eye tracking","eye tracking",,
"w","facial movement","facial movement",,
"w","factor alalysis","factor alalysis",,
"w","failure tollerance","failure tollerance",,
"w","fair exchange","fair exchange",,
"w","falsification protection","falsification protection",,
"w","familiarity","familiarity",,
"w","far infrared","far infrared",,
"w","far infrared semiconductor","far infrared semiconductor",,
"w","fast impedance measurements","fast impedance measurements",,
"w","fast light","fast light",,
"w","fault mitigation","fault mitigation",,
"w","fault tolerant hardware","fault tolerant hardware",,
"w","fault-tolerance"," fault tolerance *** fault-tolerance",,
"w","fault-tolerant circuits and architectures","fault-tolerant circuits and architectures",,
"w","fault-tolerant computer systems"," fault-tolerant computer system *** fault-tolerant computer systems",,
"w","fault-tolerent computer","fault-tolerent computer",,
"w","fdtd method","fdtd method",,
"w","feature based positioning","feature based positioning",,
"w","feature extraction","feature extraction",,
"w","feedback management","feedback management",,
"w","female gaming","female gaming",,
"w","femtosecond lasers"," femtosecond laser *** femtosecond lasers",,
"w","femtosecond pulses","femtosecond pulses",,
"w","fermi-bose","fermi-bose",,
"w","fermionic systems","fermionic systems",,
"w","ferroelectric materials","ferroelectric materials",,
"w","ferroelectric memory","ferroelectric memory",,
"w","ferroelectrics","ferroelectrics",,
"w","ferromagnetic","ferromagnetic",,
"w","ferromagnetic semiconductors","ferromagnetic semiconductors",,
"w","fiber based batteries","fiber based batteries",,
"w","fiber lasers","fiber lasers",,
"w","fibre","fibre",,
"w","fibre design","fibre design",,
"w","fibre laser","fibre laser",,
"w","field emission","field emission",,
"w","field-effect transitors","field-effect transitors",,
"w","filtering","filtering",,
"w","financial decision taking","financial decision taking",,
"w","financial instruments","financial instruments",,
"w","financial markets' modeling","financial markets' modeling",,
"w","financial networks","financial networks",,
"w","financial news data discovery","financial news data discovery",,
"w","financial news processing","financial news processing",,
"w","finite element method","finite element method",,
"w","finite element modelling","finite element modelling",,
"w","finite elements","finite elements",,
"w","fire fighting training and dental training","fire fighting training and dental training",,
"w","first optical amplifier in si-based material","first optical amplifier in si-based material",,
"w","fish muscles physiology","fish muscles physiology",,
"w","flat meshed wireless network","flat meshed wireless network",,
"w","flat scalable cooperation","flat scalable cooperation",,
"w","fleet tracking and management","fleet tracking and management",,
"w","flexible electronics","flexible electronics",,
"w","flexible sensor","flexible sensor",,
"w","flexible substrate","flexible substrate",,
"w","flight simulation","flight simulation",,
"w","flip chip","flip chip",,
"w","flow sensors","flow sensors",,
"w","flow topology","flow topology",,
"w","fluctuating energy sources","fluctuating energy sources",,
"w","fluctuating supply","fluctuating supply",,
"w","fluid construction grammar","fluid construction grammar",,
"w","fluid flow analysis","fluid flow analysis",,
"w","fluid logistics","fluid logistics",,
"w","fluorescence","fluorescence",,
"w","fluorescent photosensitive glass-ceramic","fluorescent photosensitive glass-ceramic",,
"w","flying robots","flying robots",,
"w","flying vehicles","flying vehicles",,
"w","fmri","fmri",,
"w","focal plane array","focal plane array",,
"w","focal-plane sensor-processor","focal-plane sensor-processor",,
"w","fock states source","fock states source",,
"w","folksonomies","folksonomies",,
"w","food chain","food chain",,
"w","food safety","food safety",,
"w","foot-floor interaction","foot-floor interaction",,
"w","force-feedback device","force-feedback device",,
"w","forecast","forecast",,
"w","forecasting","forecasting",,
"w","forensics","forensics",,
"w","forge resilience","forge resilience",,
"w","formal certification","formal certification",,
"w","formal cost models","formal cost models",,
"w","formal description and analysis of","formal description and analysis of",,
"w","formal languages","formal languages",,
"w","formal logic","formal logic",,
"w","formal methods","formal methods",,
"w","formal proofs","formal proofs",,
"w","formal semantics","formal semantics",,
"w","foundations of cryptography","foundations of cryptography",,
"w","fpga","fpga",,
"w","fractional quantum hall effect","fractional quantum hall effect",,
"w","fractal traffic","fractal traffic",,
"w","fractional filling","fractional filling",,
"w","fractional quantum hall effect","fractional quantum hall effect",,
"w","fragility","fragility",,
"w","frbr","frbr",,
"w","free education","free education",,
"w","free space communication","free space communication",,
"w","frequency combs","frequency combs",,
"w","frequency conversion","frequency conversion",,
"w","frequency selective surfaces","frequency selective surfaces",,
"w","frequency synthesis","frequency synthesis",,
"w","frequency tuning","frequency tuning",,
"w","fuel cell","fuel cell",,
"w","fuel cell stacks","fuel cell stacks",,
"w","full-body manipulation","full-body manipulation",,
"w","fullerenes","fullerenes",,
"w","fully electric vehicle","fully electric vehicle",,
"w","funcitonal textiles","funcitonal textiles",,
"w","functional biological networks","functional biological networks",,
"w","functional fluids","functional fluids",,
"w","functional noc testing","functional noc testing",,
"w","functional programming","functional programming",,
"w","functional size measurement","functional size measurement",,
"w","functional stimulation","functional stimulation",,
"w","functional-conjugated materials","functional-conjugated materials",,
"w","fundamental characteristics of matter","fundamental characteristics of matter",,
"w","fundamental limits","fundamental limits",,
"w","fundamental tradeoffs","fundamental tradeoffs",,
"w","future direction of ict-learning","future direction of ict-learning",,
"w","future electronics","future electronics",,
"w","future internet","future internet",,
"w","future internet architecture","future internet architecture",,
"w","future portable wireless telecommunications","future portable wireless telecommunications",,
"w","future radio communication","future radio communication",,
"w","future wireless systems","future wireless systems",,
"w","fuzzy and interval data mining","fuzzy and interval data mining",,
"w","fuzzy logic","fuzzy logic",,
"w","galileo","galileo",,
"w","galileo sol","galileo sol",,
"w","gallium","gallium",,
"w","game theory","game theory",,
"w","game-like experiments","game-like experiments",,
"w","gan","gan",,
"w","gan and sb-based heterostructures","gan and sb-based heterostructures",,
"w","garantplan","garantplan",,
"w","gas purifying","gas purifying",,
"w","gas sensing","gas sensing *** gas sensor *** gas sensors",,
"w","gauging","gauging",,
"w","ge","ge",,
"w","ge/gesi quantum well","ge/gesi quantum well",,
"w","gender","gender",,
"w","gene expression-inspired computing","gene expression-inspired computing",,
"w","general purpose computation on gpus","general purpose computation on gpus",,
"w","general purpose graphic processor computation","general purpose graphic processor computation",,
"w","generation and preservation of quantum states","generation and preservation of quantum states",,
"w","generative gsd ssmc","generative gsd ssmc",,
"w","generative movement model","generative movement model",,
"w","generic methods","generic methods",,
"w","generic product structure","generic product structure",,
"w","genericproductstructure","genericproductstructure",,
"w","genetic algorithm","genetic algorithm",,
"w","genetic engineering","genetic engineering",,
"w","genetically modified organism","genetically modified organism",,
"w","genome sequence assembly","genome sequence assembly",,
"w","geo-referencing","geo-referencing",,
"w","geographic information systems","geographic information systems",,
"w","geoinformation","geoinformation",,
"w","geometric graphs","geometric graphs",,
"w","geometric phases","geometric phases",,
"w","geometry-based shape matching and detection","geometry-based shape matching and detection",,
"w","gesn","gesn",,
"w","gesn epitaxial structures","gesn epitaxial structures",,
"w","gestalt theory","gestalt theory",,
"w","gestural interaction","gestural interaction",,
"w","gesture controlled audio systems","gesture controlled audio systems",,
"w","gesture recognition","gesture recognition",,
"w","ghg reduction","ghg reduction",,
"w","gigabit wireless","gigabit wireless",,
"w","global control","global control",,
"w","global knowledge base","global knowledge base",,
"w","global localization","global localization",,
"w","global navigation satellite system","global navigation satellite system",,
"w","global optimization","global optimization",,
"w","global-local feedback","global-local feedback",,
"w","globalization","globalization",,
"w","gnss","gnss",,
"w","goal planning","goal planning",,
"w","google matrix","google matrix",,
"w","gossip","gossip",,
"w","gossip-based overlays","gossip-based overlays",,
"w","gps","gps",,
"w","gpu processing","gpu processing",,
"w","gpus","gpus",,
"w","granulated silica sintering","granulated silica sintering",,
"w","graph","graph",,
"w","graph algorithms","graph algorithms",,
"w","graph searching","graph searching",,
"w","graph theory","graph theory *** graphtheory",,
"w","graphene","graphene",,
"w","graphene double-layers","graphene double-layers",,
"w","graphene field effect transistors","graphene field effect transistors",,
"w","graphene nanoribbons","graphene nanoribbons",,
"w","graphical models","graphical models",,
"w","graphite","graphite",,
"w","graphitic materials","graphitic materials",,
"w","green ict","green ict",,
"w","green internet","green internet",,
"w","green logistics","green logistics",,
"w","green networking","green networking",,
"w","green photonics","green photonics",,
"w","green radio","green radio",,
"w","green software","green software",,
"w","grid","grid",,
"w","grid computing","grid computing",,
"w","grid technology","grid technology",,
"w","ground-breaking icts","ground-breaking icts",,
"w","group decision making","group decision making",,
"w","group-iii nitrides","group-iii nitrides *** group iii-nitride",,
"w","gunn oscillations","gunn oscillations",,
"w","halophenols","halophenols",,
"w","hand manipulation","hand manipulation",,
"w","handheld devices","handheld devices",,
"w","haptic actuators","haptic actuators",,
"w","haptic interaction","haptic interaction",,
"w","haptic interface","haptic interface",,
"w","haptic perception","haptic perception",,
"w","haptic simulation","haptic simulation",,
"w","haptic software","haptic software",,
"w","haptics","haptics *** haptic",,
"w","hard combinatorial problems","hard combinatorial problems",,
"w","hardware acceleration","hardware acceleration",,
"w","hardware generation","hardware generation",,
"w","hardware implementation of neural circuits","hardware implementation of neural circuits",,
"w","hardware security","hardware security",,
"w","hardware-software architectures","hardware-software architectures",,
"w","hash function","hash function",,
"w","hash-tree signatures","hash-tree signatures",,
"w","hashing","hashing",,
"w","hate groups","hate groups",,
"w","hazardous situations","hazardous situations",,
"w","hbt","hbt",,
"w","hca","hca",,
"w","hdr display","hdr display",,
"w","hdr imaging","hdr imaging",,
"w","health","health",,
"w","health monitoring","health monitoring",,
"w","health risk managment","health risk managment",,
"w","healthcare","healthcare",,
"w","heat spreaders","heat spreaders",,
"w","heat transfer","heat transfer",,
"w","hemifullerene","hemifullerene",,
"w","hemt","hemt",,
"w","heralded sources","heralded sources",,
"w","heterogeneous cores","heterogeneous cores",,
"w","heterogeneous networks","heterogeneous networks",,
"w","heuristics","heuristics",,
"w","hierachical machine learning","hierachical machine learning",,
"w","hierarchical decomposition","hierarchical decomposition",,
"w","high aspect ratio","high aspect ratio",,
"w","high bandwidth","high bandwidth",,
"w","high content analysis","high content analysis",,
"w","high critical temperature superconductors","high critical temperature superconductors",,
"w","high defect densities","high defect densities",,
"w","high density non volatile memories","high density non volatile memories",,
"w","high dimensions","high dimensions",,
"w","high efficient multi junction solar cells","high efficient multi junction solar cells",,
"w","high expressivity","high expressivity",,
"w","high fidelity","high fidelity",,
"w","high frequency","high frequency",,
"w","high harmonics","high harmonics",,
"w","high mobility transistors","high mobility transistors",,
"w","high performance actuation","high performance actuation",,
"w","high performance computing","high performance computing",,
"w","high power lasers","high power lasers",,
"w","high resolution eeg","high resolution eeg",,
"w","high speed networking","high speed networking",,
"w","high-density mea","high-density mea",,
"w","high-dimensional algebra","high-dimensional algebra",,
"w","high-dimensional parameter space","high-dimensional parameter space",,
"w","high-dimensional systems","high-dimensional systems",,
"w","high-mobility fet","high-mobility fet",,
"w","high-performance computing","high-performance computing",,
"w","high-performance grid computing","high-performance grid computing",,
"w","high-resolution","high-resolution",,
"w","high-resolution short term forecast","high-resolution short term forecast",,
"w","high-throughput screening","high-throughput screening",,
"w","histopathology","histopathology",,
"w","hiv treatment model","hiv treatment model",,
"w","hla-hiv interaction model","hla-hiv interaction model",,
"w","homodyne detection","homodyne detection",,
"w","homologue brain areas","homologue brain areas",,
"w","homology","homology",,
"w","hope groups","hope groups",,
"w","hormones","hormones",,
"w","hospital information systems","hospital information systems",,
"w","hpc","hpc",,
"w","hspa","hspa",,
"w","human actions","human actions",,
"w","human and non-human primates","human and non-human primates",,
"w","human behaviour analysis","human behaviour analysis",,
"w","human behaviour learning","human behaviour learning",,
"w","human cognition","human cognition",,
"w","human context modelling","human context modelling",,
"w","human decision making","human decision making",,
"w","human description praxis","human description praxis",,
"w","human dynamics","human dynamics",,
"w","human interfaces","human interfaces *** human interface",,
"w","human language technology","human language technology",,
"w","human mobility","human mobility",,
"w","human model","human model",,
"w","human motor control and modelling","human motor control and modelling",,
"w","human perception","human perception",,
"w","human-animal-interaction","human-animal-interaction",,
"w","human-computer","human-computer",,
"w","human-computer confluence","human-computer confluence",,
"w","human-computer interaction","human-computer interaction *** human computer interaction *** hci",,
"w","human-computer interaction design","human-computer interaction design",,
"w","human-enabling robot plan-based control","human-enabling robot plan-based control",,
"w","human-ict confluence","human-ict confluence",,
"w","human-like knowledge acquisition","human-like knowledge acquisition",,
"w","human-machine collaboration","human-machine collaboration",,
"w","human-machine interaction","human-machine interaction *** hmi *** human-machine interface *** human machine interface",,
"w","human-robot interaction","human-robot interaction",,
"w","human-system communication","human-system communication",,
"w","humanism","humanism",,
"w","humanoid technology","humanoid technology",,
"w","hurst parameter","hurst parameter",,
"w","hybrid data management","hybrid data management",,
"w","hybrid devices","hybrid devices",,
"w","hybrid electronics","hybrid electronics",,
"w","hybrid in silico/in vitro systems","hybrid in silico/in vitro systems",,
"w","hybrid machine translation","hybrid machine translation",,
"w","hybrid nanoelectronics platforms","hybrid nanoelectronics platforms",,
"w","hybrid semiconductor metal","hybrid semiconductor metal",,
"w","hybrid system","hybrid system",,
"w","hybrid systems","hybrid systems",,
"w","hybrid vlsi","hybrid vlsi",,
"w","hydrogel","hydrogel",,
"w","hydrography","hydrography",,
"w","hyperentanglement","hyperentanglement",,
"w","hypergraphs","hypergraphs",,
"w","hyperscanning","hyperscanning",,
"w","hyperspectral imaging","hyperspectral imaging",,
"w","hysteretic","hysteretic",,
"w","ict artefacts","ict artefacts",,
"w","ict-mediated social interaction","ict-mediated social interaction",,
"w","ict-mediated social networks","ict-mediated social networks",,
"w","ict-supported collaborative virtual enterprise systems","ict-supported collaborative virtual enterprise systems",,
"w","identity verification","identity verification",,
"w","identity-based communication","identity-based communication",,
"w","identity-driven new internet","identity-driven new internet",,
"w","iii-v","iii-v",,
"w","iii-v material","iii-v material",,
"w","iii-v semiconductors","iii-v semiconductors",,
"w","ill-posed inverse problem","ill-posed inverse problem",,
"w","image analysis","image analysis",,
"w","image and text information retrieval","image and text information retrieval",,
"w","image assimilation","image assimilation",,
"w","image base web search","image base web search",,
"w","image based rendering","image based rendering",,
"w","image capture","image capture",,
"w","image compression","image compression",,
"w","image perception","image perception",,
"w","image processing","image processing",,
"w","image recognition","image recognition",,
"w","image segmentation","image segmentation",,
"w","image recognition and segmentation","image recognition and segmentation",,
"w","image-based localization","image-based localization",,
"w","immersion","immersion",,
"w","immersive","immersive",,
"w","immersive media","immersive media",,
"w","immersive simulation","immersive simulation",,
"w","immunogenetics","immunogenetics",,
"w","in-vitro neuronal networks","in-vitro neuronal networks *** in vitro neural network",,
"w","incentives-centered design","incentives-centered design",,
"w","incomplete information","incomplete information",,
"w","inconsistency tolerance","inconsistency tolerance",,
"w","incremental learning","incremental learning",,
"w","incremental processing","incremental processing",,
"w","independent living","independent living",,
"w","indicators","indicators",,
"w","indium nitride","indium nitride",,
"w","individualised medicine","individualised medicine",,
"w","indoor location systems","indoor location systems",,
"w","indoor navigation","indoor navigation",,
"w","induced protein mono/multi layers","induced protein mono/multi layers",,
"w","inductive modelling","inductive modelling",,
"w","inductively coupled plasma","inductively coupled plasma",,
"w","industrial inspection","industrial inspection",,
"w","industrial solutions","industrial solutions",,
"w","inflammation modeling","inflammation modeling",,
"w","influence diagram","influence diagram",,
"w","infohabitants","infohabitants",,
"w","information access","information access",,
"w","information city","information city",,
"w","information diversity","information diversity",,
"w","information exploration","information exploration",,
"w","information flow","information flow",,
"w","information immortalisation","information immortalisation",,
"w","information integration","information integration",,
"w","information modelling","information modelling",,
"w","information particles","information particles",,
"w","information potential","information potential",,
"w","information presentation","information presentation",,
"w","information processing and management","information processing and management",,
"w","information retrieval"," information retrival *** information retrieval",,
"w","information retrieval tool","information retrieval tool",,
"w","information security policies","information security policies",,
"w","information sharing","information sharing",,
"w","information storage","information storage",,
"w","information systems modeling","information systems modeling",,
"w","information theory","information-theory *** information theory",,
"w","infoviz","infoviz *** information visualisation *** information visualization ",,
"w","infra-red detector","infra-red detector",,
"w","infrared","infrared",,
"w","infrared antennas","infrared antennas",,
"w","infrared materials","infrared materials",,
"w","ink-jet printing","ink-jet printing",,
"w","inmersive","inmersive",,
"w","innovative pedagogy","innovative pedagogy",,
"w","inp","inp",,
"w","ins/gnss","ins/gnss",,
"w","insect compound eyes","insect compound eyes",,
"w","instruction based testing","instruction based testing",,
"w","insulating films","insulating films",,
"w","insulators","insulators",,
"w","integrated antenna arrays","integrated antenna arrays",,
"w","integrated architecture","integrated architecture",,
"w","integrated circuits","integrated circuits *** integrated circuit",,
"w","integrated electronic systems","integrated electronic systems",,
"w","integrated laser","integrated laser",,
"w","integrated optical quantum circuits","integrated optical quantum circuits",,
"w","integrated optically activated microactuators","integrated optically activated microactuators",,
"w","integrated optics","integrated optics",,
"w","integrated photonic circuits","integrated photonic circuits",,
"w","integrated photonics","integrated photonics",,
"w","integrated plasmonics","integrated plasmonics",,
"w","integrated quantum devices","integrated quantum devices",,
"w","integrated quantum photonics","integrated quantum photonics",,
"w","integrated silicon optoelectronics","integrated silicon optoelectronics",,
"w","integrated technology","integrated technology",,
"w","integration of linguistic knowledge","integration of linguistic knowledge",,
"w","integration of science and art","integration of science and art",,
"w","intellectual capital","intellectual capital",,
"w","intelligent bidirectional interfaces","intelligent bidirectional interfaces",,
"w","intelligent brain interface","intelligent brain interface",,
"w","intelligent content","intelligent content",,
"w","intelligent electric car","intelligent electric car",,
"w","intelligent entities","intelligent entities",,
"w","intelligent information retrieval","intelligent information retrieval",,
"w","intelligent microscopy","intelligent microscopy",,
"w","intelligent recognition","intelligent recognition",,
"w","intelligent search","intelligent search",,
"w","intelligent sensory platform","intelligent sensory platform",,
"w","intelligent systems","intelligent systems",,
"w","intelligent vision","intelligent vision",,
"w","intelligent web","intelligent web",,
"w","intention detection","intention detection",,
"w","intentional modelling","intentional modelling",,
"w","intentionality","intentionality",,
"w","inter-domain signalling","inter-domain signalling",,
"w","inter-enterprise interoperable integration","inter-enterprise interoperable integration",,
"w","interaction design","interaction design",,
"w","interactional experience","interactional experience",,
"w","interactive desk top","interactive desk top",,
"w","interactive development","interactive development",,
"w","interactive drama","interactive drama",,
"w","interactive education","interactive education",,
"w","interactive environments","interactive environments",,
"w","interactive immersive simulation","interactive immersive simulation",,
"w","interactive machine learning","interactive machine learning",,
"w","interactive media","interactive media",,
"w","interactive proof systems","interactive proof systems",,
"w","interactive sonification","interactive sonification",,
"w","interactive television","interactive television",,
"w","interactive visual analysis","interactive visual analysis",,
"w","interactive visualization","interactive visualization",,
